"","Domain","EIN","Name","TwitterHandle"
"320","amc.edu","141641730","Albany Medical Center","AlbanyMed"
"321","americaeast.com","10438846","AMERICA EAST","AmericaEast"
"322","americainbloom.org","10622507","AMERICA IN BLOOM","AmericainBloom"
"323","american.edu","530196549","American University","AUActivities"
"324","americanancestors.org","42104757","NEW ENGLAND HISTORIC GENEALOGICAL SOCIETY","AncestorExperts"
"325","americanbach.org","680211969","AMERICAN BACH SOLOISTS","AmericanBach"
"326","americanbrainfoundation.org","411717098","AMERICAN BRAIN FOUNDATION","ABFbrain"
"327","americangeriatrics.org","582075926","Association of Directors of Geriatric","AmerGeriatrics"
"328","americanhelicopter.museum","232744831","AMERICAN HELICOPTER MUSEUM & EDUCATION","AmerHeliMuseum"
"329","americanhumane.org","840432950","AMERICAN HUMANE ASSOCIATION","AmericanHumane"
"330","americasgrowarow.org","262569598","Americas Grow-A-Row","AGARNJ"
"331","americawalks.org","43401323","AMERICA WALKS INC","americawalks"
"332","amhf.us","273663856","AFRICAN MISSION HEALTHCARE FOUNDATION","AfricaMHF"
"333","amigosinternational.org","741547146","Amigos de las Americas","AMIGOS_Americas"
"334","amistadartandculture.org","222849122","THE AMISTAD CENTER FOR ART & CULTURE","AmistadCenter"
"335","ammanimman.org","263880078","Amman Imman Water is Life","ammanimman"
"336","amnestyusa.org","520851555","AMNESTY INTERNATIONAL USA INC","amnesty"
"337","amoshouse.com","50387218","AMOS HOUSE INC","AmosHouse"
"338","amprogress.org","521711982","AMERICANS FOR MEDICAL PROGRESS","CureDisease"
"339","amref.org","131867411","AMREF HEALTH AFRICA INC","daktari1"
"340","anchorageopera.org","510175124","Anchorage Opera Company","AnchorageOpera"
"341","andrewsosborne.org","340714625","ANDREWS OSBORNE ACADEMY","AndrewsOsborne"
"342","angelcharity.org","860472794","Angel Charity for Children Inc","AngelCharityInc"
"343","angelflightwest.org","953956297","ANGEL FLIGHT WEST INC","AngelFlightWest"
"344","angelfood.org","954115863","PROJECT ANGEL FOOD","ProjAngelFood"
"345","angelsfosterokc.org","262895165","ANGELS FOSTER FAMILY NETWORK OKC INC","angelsokc"
"346","animalagalliance.org","541384916","ANIMAL AGRICULTURE ALLIANCE","animalag"
"347","animalaid.org","730744849","ANIMAL AID OF TULSA INC","animalaidtulsa"
"348","animalaidpdx.org","237448353","Animal Aid Inc","AnimalAidPDX"
"349","animalalliancenj.org","770632827","ANIMAL ALLIANCE OF BELLE MEAD INC","animalallinj"
"350","animalcharityevaluators.org","364684978","ANIMAL CHARITY EVALUATORS","AnimalCharityEv"
"351","animalequality.org","472420444","Animal Equality","WilliamRR_AE"
"352","animalhumanesociety.org","410693842","Animal Humane Society","Animal_HumaneMN"
"353","animalleague.org","111666852","NORTH SHORE ANIMAL LEAGUE AMERICA INC","AnimalLeague"
"354","animalshelterwrv.org","820351171","ANIMAL SHELTER OF THE WOOD RIVER","AnimalShelterWR"
"355","annarborartcenter.org","237205537","ANN ARBOR ART ASSOCIATION","A2ArtCenter"
"356","annarborymca.org","381525162","ANN ARBOR YMCA","Ann_Arbor_YMCA"
"357","annshope.org","202344319","ANN'S HOPE FOUNDATION INC","AnnsHope"
"358","anp-foundation.org","742861018","AMERICAN NURSE PRACTITIONERS FOUNDATION","ANPFoundation"
"359","ansp.org","231352000","THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA","k_a_christopher"
"360","answersingenesis.org","330596423","Answers In Genesis Inc","tgnoble"
"361","aofas.org","300234329","ORTHOPAEDIC FOOT & ANKLE FOUNDATION","AOFAS"
"362","aore.org","841496701","ASSOCIATION OF OUTDOOR RECREATION","AOREoutdoors"
"363","apa.org","526051733","AMERICAN PSYCHOLOGICAL FOUNDATION INC","APA"
"364","apainc.org","263117485","ASSOCIATION OF PROSECUTING ATTORNEYS INC","APAinc"
"365","apalachicolariverkeeper.org","593550426","APALACHICOLA BAY & RIVERKEEPER INC","ApalachRiver"
"366","apamo.org","430699783","Animal Protective Association of Missouri","APAofMO"
"367","apdc.org","840830318","Asian Pacific Development Center of Colorado","AsianPacificDev"
"368","apdc.org","841059678","Asian Pacific Center for Human Development","AsianPacificDev"
"369","apfed.org","760700153","AMERICAN PARTNERSHIP FOR","APFEDorg"
"370","apiahf.org","943030866","Asian & Pacific Islander American Health","ETepporn"
"371","apma.org","521268752","AMERICAN PODIATRIC MEDICAL ASSOCIATION","APMA"
"372","apnm.org","260042048","Animal Protection of NM Foundation Inc (APNMF)","APNM"
"373","apollosfire.org","341696842","APOLLOS FIRE THE CLEVELAND BAROQUE ORCHESTRA","Apollos_Fire"
"374","apopo.org","471389723","APOPO US Inc","HeroRATs"
"375","appalachiantrail.org","526046689","APPALACHIAN TRAIL CONSERVANCY","AT_Conservancy"
"376","apparo.org","571140089","Apparo Solutions Inc","ApparoCLT"
"377","appelfarm.org","222235002","APPEL FARM ARTS AND MUSIC CENTER INC","AppelFarm"
"378","appvoices.org","562049956","APPALACHIAN VOICES","bfsewell"
"379","apromtoremember.org","300603495","Unforgettable Prom Foundation Inc","FTLPROM"
"380","apsac.org","930940608","AMERICAN PROFESSIONAL SOCIETY ON","The_APSAC"
"381","aqha.com","510187823","AMERICAN QUARTER HORSE FOUNDATION","AQHAJournal"
"382","aqua-africa.org","205675703","AQUA-AFRICA INC","AquaAfrica"
"383","aqua.org","521301162","NATIONAL AQUARIUM FOUNDATION INC","NatlAquarium"
"384","aquinascollege.edu","620812782","AQUINAS COLLEGE","AquinasTenn"
"385","aquinasinstitute.com","161587879","THE AQUINAS INSTITUTE FOUNDATION INC","AQAlumni"
"386","arayofhopeonearth.org","263906476","A RAY OF HOPE ON EARTH","ARayofHopeOE"
"387","arballet.org","210732575","Princeton Ballet Society","arballet"
"388","arborhospice.org","382532215","ARBOR HOSPICE INC","ArborHospice"
"389","arcadia.edu","231352620","ARCADIA UNIVERSITY","arcadia1853"
"390","arcadiafood.org","273611614","ARCADIA FOOD INC","ArcadiaFood"
"391","arcessex.org","221546173","THE ARC OF ESSEX COUNTY INC","arcofessexnj"
"392","arcfayette.org","251121875","THE ARC FAYETTE COUNTY","TheArcofFayette"
"393","archer.org","954463705","THE ARCHER SCHOOL FOR GIRLS INC","ArcherSchool"
"394","archildrens.org","710606585","ARKANSAS CHILDREN'S HOSPITAL AUXILIARY","archildrens"
"395","archildrens.org","710568795","ARKANSAS CHILDREN'S HOSPITAL FOUNDATION INC","archildrens"
"396","archildrens.org","710236857","ARKANSAS CHILDREN'S HOSPITAL","archildrens"
"397","archildrens.org","911940376","ARKANSAS CHILDREN'S HOSPITAL BUILDING","archildrens"
"398","arcind.org","351075886","THE ARC OF INDIANA INC","TheArcIN"
"399","arcjacksonville.org","591900456","DUVAL ASSOCIATION FOR RESIDENTIAL CARE INC","arcjacksonville"
"400","arcnm.org","850167508","THE ARC OF NEW MEXICO","TheArcNM"
"401","arcofmonmouth.org","210657022","THE ARC OF MONMOUTH INC","ArcofMonmouth"
"402","arcsfoundation.org","582004368","ARCS FOUNDATION INC- ATLANTA CHAPTER","ARCSFoundation"
"403","arcsfoundation.org","562459737","Achievement Rewards for College","ARCSFoundation"
"404","arcsfoundation.org","330164533","ACHIEVEMENT REWARDS FOR COLLEGE","ARCSFoundation"
"405","arcsomd.org","521062351","THE ARC OF SOUTHERN MARYLAND INC","arcsomd"
"406","arearesidentialcare.org","420936800","Area Residential Care Inc","AreaResCare"
"407","arflife.org","680240341","TONY LA RUSSAS ANIMAL RESCUE FOUNDATION","TonyLaRussa"
"408","arfoundation.org","200014500","THE ANDREW S RODDICK FOUNDATION","theARFoundation"
"409","arhp.org","521591381","ASSOCIATION OF REPRODUCTIVE HEALTH","ARHP_ORG"
"410","ariva.org","320028598","ARIVA Inc","ArivaImpact"
"411","arizonachristian.edu","860186050","Arizona Christian University","ACUphoenix"
"412","arkansasbaptist.org","521189204","ARKANSAS BAPTIST NEWSMAGAZINE INC","ArkBaptNews"
"413","arkansashospice.org","710846826","ARKANSAS HOSPICE FOUNDATION INC","ARHospice"
"414","arkchicago.org","237164967","THE ARK","arkchicago"
"415","arlboston.org","42103714","ANIMAL RESCUE LEAGUE OF BOSTON","ARLBoston"
"416","arlingtonenvironment.org","541094546","ARLINGTONIANS FOR A CLEAN ENVIRONMENT","ArlEnvironment"
"417","arlingtonfreeclinic.org","541671883","ARLINGTON FREE CLINIC INC","ArlFreeClinic"
"418","arlingtonsoccer.com","237284150","ARLINGTON SOCCER ASSOCIATIONINC","arlingtonsoccer"
"419","arlingtonthrive.org","510207684","Arlington Thrive","ArlingtonThrive"
"420","armscontrolcenter.org","42693322","CENTER FOR ARMS CONTROL AND NON-PROLIFERATION","Hazel_Correa"
"421","arnettehouse.org","592119445","ARNETTE HOUSE INC","Arnettehouse"
"422","arrl.org","237325472","ARRL FOUNDATION INC","arrl"
"423","arrowheadunitedway.org","951934586","Arrowhead United Way","ArrowheadUW"
"424","arslyricahouston.org","300194631","ARS LYRICA HOUSTON","arslyrica"
"425","art-of-conservation.org","208119983","ART OF CONSERVATION INC","AoC_Global"
"426","art4healing.org","330936136","Art & Creativity for Healing","_Art4Healing_"
"427","artacademy.edu","311601569","ART ACADEMY OF CINCINNATI","artacademycincy"
"428","artcenter.edu","951921340","ART CENTER COLLEGE OF DESIGN","artcenteredu"
"429","arthritis.org","383826066","Arthritis Foundation Great West Region Inc","ArthritisFdn"
"430","arthritis.org","943454386","ARTHRITIS FOUNDATIONSOUTH CENTRAL REGIONINC","ArthritisFdn"
"431","arthritis.org","800518955","Arthritis Foundation Mid Atlantic Region Inc","ArthritisFdn"
"432","artichokemusic.org","364591261","Artichoke Community Music","artichokemusic"
"433","artisanscenterofvirginia.org","541872635","ARTISANS CENTER OF VIRGINIA INC","ACVArtisans"
"434","artoflifecancer.org","462645524","ART OF LIFE CANCER FOUNDATION INC","ArtOfLifeCancer"
"435","artpridenj.com","223460723","ART PRIDE NEW JERSEY FOUNDATION INC","artpridenj"
"436","arts4mc.org","942805076","ARTS COUNCIL FOR MONTEREY COUNTY","Arts4mc"
"437","artsconsortium.org","270661610","VISALIA ARTS CONSORTIUM INC","Arts_Consortium"
"438","artscorps.org","912044679","ARTS CORPS","Artscorps"
"439","artscouncilofprinceton.org","226108090","ARTS COUNCIL OF PRINCETON","ArtsPrinceton"
"440","artsedwashington.org","911189441","Washington Alliance for Arts Education","ArtsEdWA"
"441","artsforla.org","202797313","ARTS FOR LA","Arts4LA"
"442","artsfund.org","910839644","ARTSFUND","ArtsFund"
"443","artsglenallen.com","541850818","THE CULTURAL ARTS CENTER AT GLEN","ArtsGlenAllen"
"444","artshorizons.org","222418718","ARTS HORIZONS INC","artshorizons1"
"445","artsnc.org","237370520","ARTS NORTH CAROLINA INC","artsnc"
"446","artspan.org","943148481","ArtSpan","artspansf"
"447","artsquest.org","232280560","ARTSQUEST","ArtsQuest"
"448","artstogether.org","581514416","ARTS TOGETHER INC","ArtsTogether"
"449","artsunited.org","350992067","ARTS UNITED OF GREATER FORT WAYNE INC","ArtsUnitedGFW"
"450","arttrek.org","205130203","ART TREK INC","arttrekinc"
"451","artwithheart.org","161633279","ART WITH HEART","Art_with_Heart"
"452","artworkscincinnati.org","311665900","ART OPPORTUNITIES INC","ArtWorksCincy"
"453","arvets.org","452497710","ARVETS INC","ARVetsInc"
"454","asanteafrica.org","711010614","ASANTE AFRICA FOUNDATION INC","AsanteAfrica"
"455","asapconnections.org","61642769","Appalachian Sustainable Agricultural Project","asapconnections"
"456","asashawaii.org","274604870","AFTER-SCHOOL ALL-STARS HAWAII","allstarshawaii"
"457","asbury.edu","610458355","ASBURY COLLEGE","AsburyUniv"
"458","asburyseminary.edu","610445823","ASBURY THEOLOGICAL SEMINARY","AsburySeminary"
"459","ascension.org","453358926","Ascension Health Alliance","tstettheimer"
"460","ascentria.org","20593101","LUTHERAN COMMUNITY SERVICES CREATIVE LIVING INC","ascentria"
"461","ascentria.org","42982927","LUTHERAN HOUSING CORPORATION - BROCKTON","ascentria"
"462","ascentria.org","61574629","LUTHERAN HOUSING CORPORATION AT MIDDLETOWN INC","ascentria"
"463","ascentria.org","200216017","LUTHER RIDGE AT MIDDLETOWN INC","ascentria"
"464","ascentria.org","30370713","GOOD NEWS GARAGE - LSS INC","ascentria"
"465","ascentria.org","452712474","ASCENTRIA COMMUNITY CARE INC","ascentria"
"466","ascentria.org","42897442","EMANUEL DEVELOPMENT CORPORATION","ascentria"
"467","ascv.org","461250829","AUTISM SOCIETY CENTRAL VIRGINIA CHAPTER INC","AutismSocCenVA"
"468","ase.org","521082991","THE ALLIANCE TO SAVE ENERGY","ToSaveEnergy"
"469","ases.org","591768923","AMERICAN SOLAR ENERGY SOCIETY INC","ASES_Solar"
"470","ashevilleschool.org","560530248","ASHEVILLE SCHOOL INC","AshevilleSchool"
"471","ashoka.org","510255908","ASHOKA","Ashoka"
"472","ashpfoundation.org","237033369","AMERICAN SOCIETY OF HEALTH-SYSTEM","ASHPFoundation"
"473","ashrosary.org","270896786","ACADEMY OF THE SACRED HEART","ASHRosary"
"474","asiafoundation.org","941191246","THE ASIA FOUNDATION","Asia_Foundation"
"475","asianartsinitiative.org","232827657","Asian Arts Initiative","AsianArtsPhilly"
"476","asianhealthservices.org","942235908","Asian Health Services","asianhealth818"
"477","asianyouthcenter.org","330383691","ASIAN YOUTH CENTER","AYC100"
"478","aslanproject.org","455303190","The Aslan Project Inc","TheAslanProject"
"479","asme.org","131623899","THE AMERICAN SOCIETY OF MECHANICAL ENGINEERS","ASMEdotorg"
"480","asn.org","770205717","SAN LUIS OBISPO COUNTY AIDS SUPPORT NETWORK","asnslomc"
"481","asnc.org","521813311","AMERICAN SOCIETY OF NUCLEAR CARDIOLOGY","MyASNC"
"482","aspanet.org","521484469","ASPA ENDOWMENT","ASPANational"
"483","aspca.org","131623829","THE AMERICAN SOCIETY FOR THE PREVENTION OF","ASPCA"
"484","aspenart.org","840632118","RED BRICK COUNCIL FOR THE ARTS","RedBrick_Aspen"
"485","aspencamp.org","237006963","ASPEN CAMP OF THE DEAF & HARD OF HEARING","AspenCampDHH"
"486","aspet.org","586032060","AMERICAN SOCIETY FOR PHARMACOLOGY AND","ASPET"
"487","aspirapa.org","452040612","Olney Charter High School","ASPIRAINCOFPA"
"488","aspirapa.org","231712664","Aspira Inc of Pennsylvania","ASPIRAINCOFPA"
"489","aspirapa.org","232964772","Eugenio Maria De Hostos Charter School","ASPIRAINCOFPA"
"490","aspirechicago.com","362654558","Aspire of Illinois","AspireOrg"
"491","aspiritech.org","262556543","ASPIRITECH NFP","Aspiritech"
"492","aspringofhope.org","260851887","A SPRING OF HOPE INC","aspringofhope"
"493","asse.org","366145045","American Society of Safety Engineers Foundation","ASSE_Safety"
"494","assetinc.org","251742923","ASSET INC","ASSETeducation"
"495","assistanceleague.org","951647807","ASSISTANCE LEAGUE OF SANTA MONICA","NonprofitALGP"
"496","associated.org","526024192","ASSOCIATED JEWISH CHARITIES OF BALTIMORE","theassociated"
"497","associationforpublicart.org","231367631","ASSOCIATION FOR PUBLIC ART","assocPublicArt"
"498","asufoundation.org","866051042","Arizona State University Foundation For A New","asufoundation"
"499","asw4autism.org","391353925","AUTISM SOCIETY OF WISCONSIN INC","autismwisconsin"
"500","asymca.org","911883466","ARMED SERVICES YMCA OF THE USA","asymca"
"501","asymca.org","363274346","ARMED SERVICES YMCA OF THE USA","asymca"
"502","ata.org","930749558","THE AMERICAN TINNITUS ASSOCIATION","ATA_1971"
"503","atheists.org","742466507","AMERICAN ATHEISTS INC","AmericanAtheist"
"504","athenainternational.org","382717362","ATHENA International","ATHENAleaders"
"505","athenshumanesociety.org","581847318","ATHENS AREA HUMANE SOCIETY OF","athenshumane"
"506","atlantaballet.com","581047778","ATLANTA BALLET INC","AtlantaBallet"
"507","atlantabg.org","581313284","THE ATLANTA BOTANICAL GARDEN INC","AtlBotanical"
"508","atlantacss.org","203621943","Samaritan House Clean Street Team Inc","AtlantaCSS"
"509","atlantacss.org","581479816","Atlanta Center for Self Sufficiency Inc","AtlantaCSS"
"510","atlantajcc.org","580566126","MARCUS JEWISH COMMUNITY CENTER OF ATLANTA INC","JCCAtlanta"
"511","atlasnetwork.org","942763845","ATLAS ECONOMIC RESEARCH FOUNDATION","AtlasNetwork"
"512","atlasprep.org","262055229","Atlas Preparatory School Inc","AtlasPrep"
"513","atrium.org","42768241","ATRIUM SCHOOL INC","atriumschool"
"514","attackpoverty.org","452401548","ATTACK POVERTY","AttackPoverty"
"515","auanet.org","430691437","AMERICAN UROLOGICAL ASSOCIATION","AmerUrological"
"516","auburn.edu","631235903","TAU SIGMA INC","AuburnU"
"517","auditoriumtheatre.org","363145476","Auditorium Theatre of Roosevelt University Inc","AuditoriumChgo"
"518","audreysangels.org","861044280","AUDREY'S ANGELS","AudreysAngelsAZ"
"519","audubon.org","131624102","National Audubon Society Inc","audubonsociety"
"520","audubonofkansas.org","480849282","AUDUBON OF KANSAS INC","audubonofkansas"
"521","aul.org","363906065","AMERICANS UNITED FOR LIFE INC","AUL"
"522","auroratheatre.com","582450282","AURORA THEATRE INC","acpence"
"523","austinfamilyinstitute.org","204999061","AUSTIN FAMILY INSTITUTE","AFItherapy"
"524","austingoodwill.org","742750379","GOODWILL TEMPORARY SERVICES INC","AustinGoodwill"
"525","austinhabitat.org","742373217","AUSTIN HABITAT FOR HUMANITY INC","AustinHabitat"
"526","austinhumanesociety.org","746013665","THE HUMANE SOCIETY OF AUSTIN & TRAVIS COUNTY INC","austinhumane"
"527","austininternationalschool.org","742871730","AUSTIN INTERNATIONAL SCHOOL ASSOCIATION","AustinIntSchool"
"528","austinpartners.org","201024501","AUSTIN PARTNERS IN EDUCATION","AustinPartners"
"529","austinpetsalive.org","742893360","Austin Pets Alive Inc","austinpetsalive"
"530","austinsymphony.org","746435533","The Austin Symphony Orchestra Society","AustinSymphony"
"531","austinsymphony.org","746000068","The Austin Symphony Orchestra","AustinSymphony"
"532","austintheatre.org","742243193","STATE THEATRE COMPANY","ParamountAustin"
"533","austintheatre.org","742975922","AUSTIN THEATRE ALLIANCE","ParamountAustin"
"534","authorsalliance.org","300779658","Authors Alliance Inc","Auths_Alliance"
"535","autism-alabama.org","743099595","AUTISM SOCIETY OF ALABAMA INC","AutismSocietyAL"
"536","autismdelaware.org","202110190","AUTISM DELAWARE INC","AutismDelaware"
"537","autismsociety-nc.org","561506946","AUTISM FOUNDATION OF NORTH CAROLINA INC","AutismSocietyNC"
"538","autismtreeproject.org","710942573","AUTISM TREE PROJECT INC","AutismTree"
"539","autismup.org","43833868","UPSTATE NEW YORK FAMILIES FOR EFFECTIVE","AutismUp"
"540","auw.org","990073494","ALOHA UNITED WAY INC","alohaunitedway"
"541","avaloncenter.org","521208945","AVALON A CENTER FOR WOMEN AND CHILDREN","AvalonVA"
"542","avance.org","741769114","AVANCE INC","AVANCEinc"
"543","avarts.org","581728801","Association for Visual Artists","avarts"
"544","avenuestoindependence.org","366008710","AVENUES TO INDEPENDENCE","avenuesonline"
"545","aviary.org","251667146","NATIONAL AVIARY IN PITTSBURGH INC","National_Aviary"
"546","avila.edu","440617326","AVILA UNIVERSITY","AvilaUniversity"
"547","avivacenter.org","951693616","Hamburger Home dba Aviva Center","avivacenter"
"548","avowcares.org","274127864","Avow Care Services Inc","AvowHospice"
"549","avowcares.org","592201250","AVOW Hospice Inc","AvowHospice"
"550","avreus.org","161576219","FOUNDATION FOR VISION REHABILITATION","AVREBing"
"551","awhonn.org","521788738","ASSOCIATION OF WOMEN'S HEALTH OBSTETRICS","AWHONN"
"552","awpdv.org","840811596","A WOMAN'S PLACE","AWPWeld"
"553","ayskids.org","310989270","AYS INC","AYSInc"
"554","azjusticeproject.org","861004924","JUSTICE PROJECT INC","ArizonaJP"
"555","azmom.org","274537263","CENTRAL ARIZONA DENTAL SOCIETY","CADSAZMOM"
"556","azukatheatre.org","233005982","AZUKA THEATRE COLLECTIVE","AzukaTheatre"
